id	binomial_name	registration number	shell_length	shell_width	head_length	head_width	flipper_length_1	flipper_width_1	flipper_length_2	flipper_width_2	flipper_length_3	flipper_width_3	flipper_length_4	flipper_width_4	circle_count	measure_count	shell_crack	timestamp	weight
23196	Chelonia mydas	0dbbf4b8ff33f3fb550de3145258dbc0	974	881	194	220	633	549	643	530	475	390	473	480	79	2,0	1	1731492550	90,24
22247	Lepidochelys olivacea	53413847dc1638d63a7428da29da9873	549	448	66	89	356	336	449	279	363	270	297	259	14	3,0		1721584686	36,505
21732	Lepidochelys olivacea	438e6e814667fb06faafb2717c63d921	524	387	76	78	368	329	402	290	272	284	305	236	1	3,0	1	1716774104	33,242
24082	chelonia mydas	0f11a66d1f857348c3236661fddab6d3	1164	1066	220	243	633	585	553	560	518	464	585	510	105	3,0		1740207197	115,236
19267	Chelonia mydas	b04bed9dbf1737ef550247a932f083b7	755	658	115	123	416	380	424	422	352	367	335	346	74	3,0		1691643109	52,688
18297	eretmochelys imbricata	da796e8e1bad07e3a4a6ff41346ba367	254	146	49	28	113	78	131	76	114	56	104	65	36	2,0	1	1681202991	21,971
20118	Lepidochelys olivacea	093ae38348a090ebe3237cfd62442140	530	407	97	79	294	266	329	222	279	229	306	213	0	3,0		1700203352	34,425
23625	Caretta caretta	2db1003713e9ec73f967634b280be2ba	715	416	158	105	377	187	400	206	300	151	311	158	77	4,0		1736027545	97,755
17471	Caretta caretta	92988449ad7dbbb88b8abe62937e535c	571	326	106	69	293	156	302	150	258	127	242	132	50	1,0		1672860044	66,86
18871	Lepidochelys olivacea	5702feb467307b03a3f56ccb33de6982	485	355	92	84	288	245	342	239	254	258	225	170	0	3,0		1687366019	32,4
19744	Chelonia mydas	f9a347e4a9b7daee9f1b39cd31269669	848	833	164	153	549	502	520	431	453	428	411	343	71	1,0		1696708402	75,316
18185	Chelonia Mydas	98e7c7a6436df0cbc78d394da05eb725	1304	1064	192	220	645	779	775	724	598	575	685	533	86	3,0		1680057011	126,685
18618	Lepidochelys olivacea	30163145bee05cc458f96d998111d68b	472	366	83	76	315	245	320	247	254	185	285	181	0	1,0		1684624020	31,86
19015	Chelonia mydas	42d4ca615eb9b305e6c9105dfbacc233		731	138	142	499	441	535	495	438	350	421	455	88	4,0		1689232254	68,82
24586	Eretmochelys imbricata	fec057273b72d1007d6c3b3b78d73344	246	152	44	31	131	76	126	83	96	55	99	51	26	3,0		1744869683	21,93
18683	CARETTA CARETTA	c528d87dc00f4913df71d5489f795ec3	418	217	71	35	215	117	212	91	148	102	180	99	45	3,0	1	1685216248	38,969
21390	Chelonia mydas	46e9a2c427731e0b0ec20b51cfdd2881	821	710	132	150	515	409	467	425	335	384	417	345	95	1,0		1713106139	65,589
17753	Lepidochelys olivacea	220b21f7af5d84ccedfd5bdabc616b73	583	472	109	90	428	318	418	321	347	308	331	235	16	3,0		1675790081	37,933
18542	Chelonia mydas	2e8e5628c5c350f7f7af9fd4b02c12d6	875	819	136	158	451	466	583	501	437	407	343	370	75	1,0		1684042509	76,39
20863	Lepidochelys olivacea	5270efc71880fa9504c9c933c13b8b9b	414	328	66	68	288	230	311	266	231	177	206	181	0	4,0	1	1707502508	29,936
20906	Lepidochelys Olivacea	abda71db8e8735e42debf22cbfe495d5	635	476	139	86	399	393	418	353	346	292	323	245	16	2,0	2	1707969449	38,262
20172	Caretta caretta	e1df36bd01515e39696c681edad60d03	455	258	80	44	238	117	230	131	179	99	179	126	49	2,0		1700691561	46,469
18418	Lepidochelys Olivacea	eca70df5fbf16c8274ed423a69eef98b	374	347	68	70	318	290	283	273	233	184	239	161	0	2,0		1682626848	30,276
19480	Chelonia mydas	e6d3752f6ccabdc44b8b72593bf8965d	830	726	112	170	511	463	509	418	344	391	414	372	63	2,0		1693894565	69,722
18719	Lepidochelys olivacea	653fdbef27c8cf0a16615ea448e78dbd	693	523	133	121	460	400	516	406	383	226	379	323	57			1685692705	43,547
21986	Chelonia Mydas	78cbc235acc9003e16b776dac97704b7	921	797	125	158	592	522	605	498	419	351	449	386	45	3,0		1719263531	69,53
24382	Dermochelys coriacea	c35d3cf9af70b54e1b43a7e14f133898	1643	766	301	153	1501	834	1874	955	1229	575	1395	694	17	1,0		1742979250	435,621
21543	Lepidochelys olivacea	dc80741931cb6168ccce50a547cbbac6	505	458	107	68	342	282	349	290					1	3,0	1	1714619046	34,619
23643	Lepidochelys olivacea	77dd4ab0bcfd9fc208966a3d91c36e4e	722	595			498	408	486	415	357	343	406	296	57	1,0	4	1736183624	43,11
23857	CARETTA CARETTA	4d80d9d254ae307214d9c3ba8850f42d	997	461	165	105	500	241	542	293	393	202	451	197	72	1,0		1738102018	141,825
17739	Lepidochelys Olivacea	8801383570e843e56fe5a9167cad29f0	495	366	55	82	312	269	331	292	283	190	321	229	0			1675646535	33,249
23351	Lepidochelys olivacea	79c5ecfca5c619843c9fd836935e400a	550	444	85	90	373	277	360	269	279	205	326	214	11	1,0		1733266369	36,242
22740	Lepidochelys olivacea	5ef6f7b9896cd54186246f52a1239cd8	612	469	99	87	356	316	385	302	302	281	305	255	20	1,0	2	1726861022	37,817
19072	Chelonia mydas	e74e79ce68fd70dbbbd98cb06fa2cdbc	1369	1275	261	210	786	875	828	634	669	581	634	621	95	1,0		1689819236	165,019
24702	Chelonia mydas	9349f20a834f8f4cb4f49376ad68ff82	843	724	121	136	506	487	481	437	449	356	431	372	56	1,0	1	1745918845	62,837
22342	Lepidochelys olivacea	5cb6fe627283ecdf988bcbc182cf8ffa	482	370	77	81	303	257	411	220	279	218	267	224	0	3,0	1	1722426453	32,482
22035	Chelonia mydas	d8fd8d083c5b6d90ba65467559fc9b60	963	859	193	162	700	475	541	532	417	427	443	450	102	2,0		1719723094	85,651
23019	eretmochelys imbricata	62f61cbe2e7f889e8d599728c3aa81f5	788	470	115	99	353	284	446	210	261	186	316	202	57	3,0		1729573768	46,277
22233	Lepidochelys olivacea	f2394c04fb812c838d57465df1616e1f	481	437	73	62	385	292	326	279	273	210	235	223	0	2,0		1721428701	33,833
25257	Chelonia mydas	05d6c348e9d4cc3c8d90eba405760083	837	843	140	127	570	526	557	516	459	362	363	392	100	1,0		1751380741	74,848
25048	eretmochelys imbricata	b6611ad199a46fe17b3854ff96627b3d	264	160	50	33	135	88	132	85	117	73	111	74	27	3,0		1749409182	22,535
22704	Lepidochelys olivacea	185cd9b9b049c021ecd49513d3565e1a	557	469	91	92	411	301	386	329	313	232	317	310	19	3,0		1726437056	36,512
19112	Chelonia mydas	db13045b7492569cf7ae37c41e3695ff	1392	1314	240	274	917	923	940	909	715	777	651	663	108	4,0		1690251573	173,792
18669	Lepidochelys olivacea	260af5265cc871ccc1908bfae933762f	545	471	99	81	372	377	303	297	297	219	308	253	9	3,0	1	1685058774	36,414
21444	Chelonia mydas	4d12c6d9d2201050052bf4a2cfd104e6	1383	1235	197	206	773	748	818	800	652	590	683	579	117	1,0		1713614909	162,043
20669	Eretmochelys imbricata	f37b6e3f49ed35057d63bd5a3318a041	491	282	86	57	259	138	244	148	217	120	194	129	42	3,0		1705419539	29,936
19742	Chelonia mydas	b60dcf3bc4e74a12e342a2c38a4aa237	1611	1480	272	289	944	779	956	923					143	1,0	5	1696706086	190,568
24678	Dermochelys coriacea	e5cccd0f6ba482f6248df739159118e3	1380	773	208	153	1448	689	1317	746	1063	537	1166	526	3	1,0		1745643284	391,155
23375	Lepidochelys olivacea	51d10324d2fd8abf439f8bc0ae33883b	363	286	63	55	248	218	244	172	188	141	211	158	0	1,0		1733512895	27,261
24653	Chelonia mydas	42f2abab5b291e4c7c914cbe007b1379	1262	1082	232	219	890	689	855	712	556	540	650	575	109			1745418718	141,916
17927	Chelonia mydas	b81dec85d42a9188c5b8b8c290da7011	818	720	154	151	488	454	482	474	473	362	432	371	63	2,0		1677539347	65,559
21021	Lepidochelys olivacea	451d144fdf73ebc4a363cc165bc40712	673	523	95	123	485	292	456	381	259	334	377	312	60	1,0		1709275898	41,356
20509	Lepidochelys Olivacea	b321fa78f75dbdd0922748c2ca4da43c	515	444	76	79	469	365	396	252	317	264	332	218	11	4,0		1703997083	35,305
25163	chelonia mydas	8363d5a9b278d1e3ca2ee9ef3651e106	749	661	142	137	456	388	453	374	365	325	359	347	79	2,0		1750511965	55,074
20191	Lepidochelys olivacea	b50b178c57066748af2611d232a9a909	490	364	87	76	353	256	352	269	241	198	243	177	0	2,0	1	1700862538	31,076
18660	Chelonia mydas	ad0c3f243e4842990fcedbb44a63e4a2	1028	886	222	161	651	573	711	655	389	433	531	471	88	4,0	2	1684974649	103,9
22074	Chelonia mydas	4935ee606ce553d4af1727de0d1758c8	816	769	142	163	437	397	467	480	391	379	362	330	70	1,0		1720090753	64,091
17704	Caretta caretta	71fe623dffea8dff3ee9c3c157077096	270	162	44	30	141	81	150	74	120	59	113	68	32	4,0	1	1675265010	26,284
21713	Chelonia mydas	cfc7b388356d6cd8b69eae03f3f44770	1077	1010	192	191	652	478	549	575	488	492	455	451	92	4,0		1716596159	101,885
22448	Chelonia mydas	796d3329435adcf51af870566f37b808	1062	969	178	196	636	623	583	498	540	429	589	377	83	4,0		1723755267	96,304
23694	Lepidochelys olivacea	e5d62f59e6758e517ae116b7eb5a3c1d	364	312	55	60	287	175	285	175	222	154	228	163	0	1,0		1736623509	27,806
19334	Caretta caretta	aaca90ebc8ed1cf7af7c4c29790b1e91	291	160	51	39	166	92	144	95	129	61	113	75	24	2,0		1692211830	26,96
20800	Chelonia mydas	7e7551a8e482b9641449d06f0f048b45	1013	818	135	165	586	511	546	568	492	412	433	473	77	2,0		1706879334	88,596
23767	Dermochelys coriacea	5f2efce90ac8c77501424e17c5dcb4b9	1617	800	286	110	1454	691	1608	776	1444	553	1386	735	17	4,0	1	1737206913	421,297
24726	Eretmochelys imbricata	02358ab2d5ad8e6893a2f2004077246b	242	157	37	30	127	84	128	87	99	60	96	49	28	1,0		1746186341	21,594
21577	Chelonia mydas	a0d590e53fd2f274bc8b135c57e457e0	722	603	115	126	392	391	416	363	360	258	336	295	52	1,0		1715050582	51,124
20566	Chelonia mydas	4148df049add44e2d4d268cb736724bc	1034	905	180	191	605	576	676	631	415	413	517	361	109	2,0		1704504980	92,591
19945	Chelonia mydas	7b6bda7ea901e98b3227852f5b4420ab	1109	890	183	184	584	670	642	552	549	590	491	446	69			1698570522	106,718
22687	LEPIDOCHELYS OLIVACEA	6a16d1f39ad1e205a7afbfaa3aa990d0	339	299	65	49	238	206	268	199	198	148	175	145	0	3,0		1726230851	26,462
17908	Chelonia mydas	b3c801087ea4cc9d9469ae00119c3d83	1550	1355	301	352	961	855	956	925	697	771	820	649	114	3,0		1677339531	186,008
23973	Lepidochelys olivacea	a2abe3c77251bf952293e3aeb5c815bf		324	69	50	236	177	308	217	191	189	197	173	0	1,0		1739235792	29,444
19901	Lepidochelys olivacea	f62d0115ad9489c9006e5e4d04f1068d	545	416	82	65	360	272	341	285	314	247	311	263	6			1698201190	34,621
23112	Lepidochelys Olivacea	7f5d98278b09d5fc77ef7ec90d1dc905	383	292	54	49	277	189	264	183	241	185	203	189	0	4,0		1730560297	28,13
24684	Caretta caretta	5447f16505e3fba3b02c46ab6c44fb98	620	365	93	63	307	158	301	188	233	120	273	125	73	2,0		1745740250	80,602
21714	Chelonia mydas	0d25996dfb7603e12f282630a2498f45	1268	1194	213	170	862	722	823	647	634	529	607	540	83	4,0		1716611661	134,726
24554	Chelonia mydas	1bf7df3a51f7912533646bd5552f0129	702	630	123	135	434	377	423	415	325	282	375	303	77	2,0	1	1744568428	52,422
20223	Lepidochelys olivacea	f56dd93a8112ea6c253ae996c7810107	555	417	92	89	379	277	335	312	308	252	291	251	6	1,0		1701214823	35,684
25022	Chelonia mydas	ec6a6ba42798401b4d21a27e451b8bba	1025	970	131	211	595	527	588	619	486	473	470	546	71	2,0		1749112987	94,785
22363	Caretta caretta	f734d7ad3e9e8cf362eada408353eeca	1314	633	237	154	708	331	728	369	602	279	546	285	139	2,0		1722746557	217,314
24391	Chelonia mydas	a89e42c635a2f12b281a4ea624bf27c2	1176	1086	218	191	580	711	725	678	602	478	564	432	70	3,0		1743044051	127,068
24032	Eretmochelys imbricata	a9fcb3a5e661d4aea287707f140fe7ca	328	210	58	42	175	105	162	103	115	89	160	82	41	4,0		1739628655	23,495
24215	Chelonia mydas	5f9415918ebe5e5adcbc50f3b009ca2a	849	748	152	162	495	409	543	462	373	336	388	401	56	3,0		1741432693	71,264
21361	Lepidochelys olivacea	88dd53443441f8036994dd10cabc3a16	353	259	65	45	262	216	273	179	192	173	191	124	0	3,0		1712824099	28,164
24584	Chelonia mydas	065f768ef8632cc0bcb9bcb3299d9127	797	661	140	120	402	384	484	417	374	377	406	330	70	4,0	1	1744863637	61,88
18269	Lepidochelys olivacea	8e5c4f86a67442f7f962ba6a0b8267c2	781	563	126	104	554	393	478	380	429	377	414	310	75			1680878179	46,452
24555	eretmochelys imbricata	6badb625a57b9cfc6942db75b11a7e99	10980	6970	165	128	541	350	580	247	357	254	474	259	93	1,0		1744575315	68,06
21294	Lepidochelys olivacea		535	405	95	82	343	328	301	301	287	220	287	248	3	2,0		1712215724	33,123
19301	Chelonia mydas	73ffc3ce8824109cc984848f72657769	1381	1305	284	256	908	789	832	749	634	511	683	568	74			1691946943	164,178
20193	Lepidochelys olivacea	9848e5822c3480ac106638bfa69b572e	625	446	101	91	446	370	470	389	372	262	416	294	42	2,0		1700868017	40,355
22727	caretta caretta	6476a122ad6cc40dc39321b65a09dc64	1371	722	223	144	795	351	697	362	525	247	524	291	100	2,0		1726732168	224,163
19959	Lepidochelys Olivacea	ed01aa267bed824fc94a1eb86a724ab8	469	343	67	53	336	229	333	229	243	185	240	192	0	2,0		1698635095	30,339
22381	Eretmochelys imbricata	06cc24d51e61eb6784802ecdc5e768f0	160	92	25	18	84	57	84	39	66	40	75	38	30	4,0		1722913636	20,466
19026	Chelonia mydas	5068e209c848427495966cde89538cdd	952	924	159	145	675	448	552	563	417	429	403	399	54	3,0	1	1689351083	81,995
23006	Lepidochelys olivacea	47253aa4e6fd5061c08c40c582bccd96	356	257	59	59	244	179	256	168	191	150	181	143	0	1,0		1729503818	27,385
23959	Chelonia mydas	729e6c7945f4cda0cc174437a0d77881	1248	1190	231	209	810	656	842	544	614	528	571	629	80	4,0		1739039710	129,618
24263	Lepidochelys olivacea	834c03b25cf796f5524802f9bac051c3	498	381	81	77	335	255	293	249	304	257	284	234	0	2,0	1	1741942038	33,615
24165	Lepidochelys Olivacea	1adaf130de4fdc8e26fb27b15d49ad53	433	352	80	66	294	224	317	233	231	191	248	209	0	3,0		1740904721	30,598
17564	Dermochelys Coriacea	561cd0a9b458c62598ccd7810213f348	1641	801	284	182	1679	826	1636	894	1369	732	1321	725	19	4,0		1673666188	413,25
21151	Lepidochelys olivacea	852cf1f9f9fcf786a88b70e5e836ae18	607	512	115	106	476	419	415	319	435	322	357	300	25	2,0	2	1710760920	39,086
23290	Lepidochelys olivacea	75634ef586fe7aa41b20607723ba84c1	355	264	63	58	231	145	230	182	168	172	189	196	0	1,0		1732537064	27,201
18343	Lepidochelys olivacea	e24f74299e1dc8ea1b28b8323482a250	450	381	79	75	328	217	330	254	241	198	267	245	0	4,0		1681801857	31,554
24549	Chelonia mydas	01ae1863c0868d98c7ec3af168c04ffa	875	781	186	153	473	520	573	479	370	355	433	351	100	3,0		1744516144	69,363
17474	Lepidochelys olivacea	d9e2102a7add5e50bfe8de0c200416c5	673	576	118	107	489	422	462	261	426	288	389	282	49	4,0	3	1672876995	43,263
21530	Eretmochelys Imbricata	2f9379bd2b07a676b7dff50af9dd408c	654	366	91	62	304	194	314	189	272	120	256	136	55	3,0		1714466428	35,395
21191	LEPIDOCHELYS OLIVACEA	7c3944b36a5a4e49489b6615bc40fb7a	428	301			345	237	321	232	251	192	205	191	0	4,0		1711156620	31,199
25067	lepidochelys olivacea	bba34d6fac72c52e1122fba0e98f593e	369	273	60	55	290	206	281	213	226	158	227	151	0	1,0		1749641092	27,856
17730	Dermochelys coriacea	801b1015df5d9a154786ae23fab8c620	1552	805			1670	818	1577	688	1337	454	1344	678	14	3,0		1675581477	407,938
17652	Lepidochelys olivacea	a17817961d8bacdd7762f96a70a12713	365	292	61	53	291	224	272	191	271	175	223	170	0	2,0		1674722924	28,472
23708	Chelonia mydas	17ca3e71f484da0bb9c90da7196085af	734	747	101	141	484	410	469	276	372	298	445	308	60	3,0		1736702063	57,859
18648	Chelonia mydas	c473c91a62645067988e4eff5d5f69d7	844	760	125	177	567	476	492	448	373	351	396	408	83	2,0	1	1684884705	69,706
18839	Dermochelys coriacea	ca3d3573b8231bf24d01ad1e6eb00100	1770	866	355	188	1296	777	1376	763	1357	579	1312	701	20	3,0		1686977622	443,775
24421	Lepidochelys olivacea	7e2b64ba6737afc1ee4795b542c00a60	411	350	73	57	287	219	264	204	218	135	259	150	0	4,0		1743292759	28,741
22585	LEPIDOCHELYS OLIVACEA	f8ba1381c34f5f0e9b6eea924f43483c	473	338	80	83	306	259	292	267	301	188	295	183	0	1,0	1	1725265793	31,311
17723	Caretta caretta	9c693af3fddaf4e97dea09d42ae07f2c	443	276	83	53	240	126	247	122	179	93	180	95	45	4,0		1675486696	47,626
22917	Chelonia mydas	986a7442b001a4dad469bf722739f62a	823	723	148	165	495	434	424	467	422	390	394	376	55	3,0		1728749335	67,719
24000	Caretta caretta	aca014f648199a1f0140e8cf1cc7da9a	876	490	170	85	438	294	439	251	338	158	367	224	100	2,0		1739431298	125,77
22495	Lepidochelys olivacea	38a545f5136391a7d467cd09feb42061	576	473	81	98	365	289	386	287	276	226	278	253	9	4,0	1	1724137434	35,2
18931	LEPIDOCHELYS OLIVACEA	686c02c9a0fe69f88f4da55812acd89a	317	264	56	58	238	193	247	184	195	181	190	125	0	4,0		1688219061	27,445
25141	Lepidochelys olivacea	0b11070c5a393858c1da43d005cf297c	461	379	68	73	304	249	317	267	248	224	256	202	0	1,0		1750342889	32,577
24467	Lepidochelys Olivacea	3d255b8e3238e162cbe3f97b1566b26c	743	641	104	114	506	448	536	420	440	312	420	336	71	2,0		1743704811	44,848
20419	Chelonia mydas	f8e7eeb2bf983e45babf191d9f77be92	1241	1010	210	272	597	640	724	618	598	475	504	492	115	1,0	5	1703051561	121,688
24958	Dermochelys coriacea	de92c7be44d53150a4fe5b20ceba08e7	1658	830	266	153	1655	785	1680	943	1237	580	1369	662	16	3,0		1748547819	418,0
23435	Lepidochelys olivacea	7d65c2b1a5750da62fb459cf4020887d	356	298	63	61	240	213	268	172	202	137	227	175	0	1,0		1734257248	27,876
21143	Chelonia mydas	6d4abbb15e0284aeeff2b36ce501ea16	941	836	123	139	565	401	632	431	477	349	428	413	86	2,0		1710678299	80,451
24105	Lepidochelys olivacea	63f8cd4da22a5f8e43d68cbb22d5c784	566	401	68	93	404	356	427	314	339	254	274	212	14	4,0		1740421099	35,242
20833	Chelonia mydas	754c28373496ea3b28a749b9453c213f		849	184	144	628	547	529	461	457	399	416	460	85	3,0		1707163912	81,789
23036	Lepidochelys olivacea	0b2223a0860471fdaba32919a85baf48	464	407	77	68	361	283	329	251	273	214	277	203	0	4,0		1729809652	31,864
22670	Chelonia mydas	468b5d80c4802bc4725e2503d461f9ce	792	690	144	139	455	499	499	510	368	335	377	380	80	4,0		1726027644	63,676
23641	Chelonia mydas	43a5e4ab079a0f821a603cab465320e8	867	809	177	158	533	488	555	435	455	312	469	365	68	3,0		1736143326	70,837
20125	Lepidochelys olivacea	63e11706a628eb9443f3e58f5ffef312	467	373	69	71	315	242	345	315	296	229	266	221	0	3,0		1700306202	31,814
25078	Chelonia mydas	359aa4775a1647ee0046fd6adbe5c9ff	854	714	152	165	535	462	420	457	379	356	378	394	78	2,0		1749776117	68,99
20903	Lepidochelys olivacea	3486426b88bd0c729f76db2687adb435	446	349	80	80	387	254	360	291	277	195	229	232	0	4,0		1707960165	32,696
17812	Lepidochelys olivacea	1eeec344f6aa2b8c6bae6e4a2c0bec85	530	441	93	95	420	297	399	295	311	223	353	266	14	1,0	2	1676398032	36,533
24535	Caretta caretta	2d749e6e131c03d9b33acac9c79bc904	301	165	52	33	132	91	152	91	105	79	118	64	27	2,0		1744384170	27,233
24453	Chelonia mydas	da14f5e84d32970d48749596d2e12040	814	776	152	139	520	470	492	454	387	394	446	359	89	4,0		1743590776	71,541
19860	Lepidochelys Olivacea	b8ee3dd1718356ae14f8f23ee9ea3be2	667	525	123	105	497	339	539	355	348	269	420	299	42	3,0		1697843529	40,387
23798	Chelonia mydas	a020fd1cf5e1e21a53dcab7332d20862	795	791	127	165	568	364	433	418	359	347	412	309	68	4,0		1737587713	61,241
24040	Lepidochelys olivacea	91e9486657db6d6b1bb2dd2e74519c99	327	290	57	50	222	216	212	168	183	128	197	145	0	3,0	1	1739744640	27,285
19540	Chelonia mydas	27d850bf16cd93fcfbfa3fb1e9c61880	1077	1055	156	208	643	468	609	538	532	514	574	401	82	3,0	1	1694491150	114,529
24517	Lepidochelys olivacea	51ff30962f35a55eebe863f29d4dbcc0	648	523	117	113	418	397	415	356	334	288	418	251	35	3,0		1744179204	40,339
17627	Lepidochelys olivacea	e33e8268964bdce763de0a34968bdeb9	584	517	101	97	410	322	374	323	376	266	360	282	22	4,0		1674363349	37,487
22460	Lepidochelys olivacea	895fcfc0a2a10180340d9f99351af494	371	255	62	68	215	213	260	203	195	141	197	159	0	2,0	1	1723818756	28,628
20287	Chelonia mydas	b5889e79db52598cb50c7e7e30b793be	804	782	130	120	505	379	474	389	417	342	356	309	69	2,0		1701882946	58,315
18857	Lepidochelys olivacea	c6a658d54cbc024d2bf873d91982ac38	570	450	90	75	402	285	395	303	327	244	323	193	14	1,0		1687225179	35,827
19654	Lepidochelys olivacea	7b0f31812be8291bbed07ba50a24bf5d	469	412	94	86	305	312	399	257	281	210	242	221	0	4,0	1	1695828042	33,128
21886	Lepidochelys Olivacea	40a48ce91b0b7eb03d4cd25602b33b56	396	334	61	61	287	239	287	216	252	189	217	193	0	1,0		1718270411	29,344
19895	Lepidochelys olivacea	c6d48cf6f4d06760ccbdac41d2df3de6	439	327	81	73	300	283	317	274	240	169	279	159	0	4,0	1	1698123556	30,785
23744	Caretta caretta	1f6bae9b7f02b6bfa174274eb5be4508	1075	587	147	121	594	274	544	330	459	213	393	233	94	1,0		1737045551	172,773
22865	caretta caretta	594d5a95e2b0e36131cbbc9a8892c13b	215	108	31	22	97	70	93	59	71	52	74	45	22	4,0		1728189702	19,859
21176	Chelonia mydas	69b791c55e2b65d7adfed1d87d585d5d	1296	1184	224	263	776	716	957	699	659	521	613	424	108	2,0		1711030353	150,203
23806	LEPIDOCHELYS OLIVACEA	35c67f64b3407989036aa1441a9e5c46	428	352	77	72	294	238	275	238	247	224	246	223	0	1,0		1737655649	31,751
21207	Chelonia Mydas	c40a03b11043c549b79fd3958d2ab4de	917	752	181	167	569	447	538	563	456	453	420	452	71	1,0		1711338018	84,324
18233	Chelonia mydas	25e786b509b6cfed40c004781196a562	915	824	140	144	549	484	534	490	463	352	426	422	87	3,0	2	1680498480	75,535
24784	Chelonia mydas	3212ba724d2353df1181dc64a583545c	1470	1344	253	308	986	817	902	881	805	739	798	717	109	2,0		1746972422	184,711
21784	Caretta caretta	aeb35bdedc5975c5679d68cb02bb062b	154	87	27	18	79	44	97	38	65	35	64	37	20	2,0		1717256822	17,013
20614	Lepidochelys Olivacea	3f6d79d35c8e3266eb480985373d0d23	633	533	128	102	486	363	452	346	337	305	370	272	47	4,0	3	1704998334	39,683
23689	LEPIDOCHELYS OLIVACEA	f75acbf573408174189201a27027e875	491	419	85	85	352	294	366	299	276	241	216	233	0	2,0		1736559587	33,316
21122	Lepidochelys olivacea	816371c4e124094330486ff7d792e6ab	429	362	71	78	303	237	271	220	225	199	232	147	0	1,0	1	1710441972	30,995
22431		c7a63887bb4a4959bb14cc729f5b523b	365	287	61	63	260	250	249	203	214	168	167	160	0	1,0		1723558335	28,022
25267	Chelonia mydas	b5e5eba737689a032b45532f43f5bdbf	1138	1116	163	180	646	604	673	691	554	570	512	462	109	2,0		1751464742	122,676
23721	Chelonia mydas	98663d306be56db3c2cb33287e5f3cf1	774	689	129	147	440	456	471	414	303	302	349	317	64	3,0	1	1736865758	61,513
20575	chelonia mydas	12e1aa0304885b65201c16db1ad38d9c	795	673	118	164	428	366	451	296	361	304	338	332	75	2,0		1704634517	57,36
24961	Caretta caretta	40b90203d43c2fc5356e2737279d3eb4	721	393	109	81	343	189	328	188	297	167	274	148	60	1,0		1748583606	86,889
21730	Lepidochelys olivacea	1523bbcdb0ba6c70737160668245c2ac	462	394	74	79	288	276	334	269	281	182	315	204	0	4,0		1716754149	32,922
22181	Lepidochelys olivacea	1281c95eb0c1e2ba470223bad9e533d2	448	380	80	80	305	300	298	296	275	191	263	208	0	2,0		1720958410	31,549
23246	lepidochelys olivacea	6ec68afb40cc127375dcfec14cf97443	374	300	57	64	285	228	259	232	222	206	214	153	0	4,0	1	1732079671	29,207
19305	Lepidochelys olivacea	17d83d67788af67219d08d6f7402101f	437	373	84	104	324	222	296	241	237	227	228	155	0	3,0	1	1691996593	31,206
23829	Caretta caretta	664b3b17e6bdf61bd8a81b05cdccedd6	344	165	56	36	170	106	155	82	158	67	122	74	30	2,0		1737872404	30,397
17958	Chelonia mydas	80bbcd002cc3d31e2d982ba27085b800	720	613	113	115	531	390	449	411	336	250	299	302	59			1677896887	53,153
21011	Lepidochelys olivacea	47f19cbb62e47f514c8fdaac3287f4b8	476	381	47	72	299	191	314	291	269	211	224	218	0	2,0		1709199703	32,281
20417	Chelonia mydas	711856e3ff4646732ac4d52e85493ce5	1215	1127	202	199	792	606	659	791	571	407	589	514	106	2,0		1703037444	120,676
24998	Lepidochelys olivacea	a6018399f9c4ae2647637195704d944a	366	284			269	206	247	204	168	162	222	197	0	1,0	1	1748869313	28,395
21775	Lepidochelys olivacea	4a0dca817c8935d1bf38ce53551bae6c	355	249	47	50	227	179	275	223	174	148	195	140	0			1717195492	27,078
22838	Eretmochelys imbricata	f5163d667e43f3062af66a797ea72760	428	254	88	43	208	114	223	141	159	96	182	95	31			1727887090	27,261
23496	Dermochelys coriacea	2672d5bfd40384ba6c6ee600fbd9478b	1294	599	184	131	1482	693	1571	632	1006	538	1103	502	0	4,0	1	1734845994	364,712
22696	Chelonia mydas	484abe3fe16e94b45e4425e940fd0b39	755	628	132	152	425	321	472	407	357	293	327	339	59	2,0		1726375642	53,947
19953	Lepidochelys olivacea	6ba7f4d1bd9c93e53c0870324fe237e7	431	354	68	70	315	240	267	255	270	203	236	183	0	3,0		1698609786	30,678
20967	Chelonia mydas	c1b1afb7d9be4b7eaccb8f3a7f5d716b	1285	1077	256	212	748	726	724	579	652	507	682	548	97	1,0	3	1708689345	135,361
18949	lepidochelys olivacea	ec3e22b602b9df682d97358da62b2cf9	5940	4150	89	92	416	314	443	349	339	278	343	280	18	1,0	2	1688403040	36,579
22860	Lepidochelys olivacea	ba50768841eba5d0ea2aacaf80e10767	545	459	97	74	400	293	377	326	321	247	314	253	7	3,0		1728128266	35,06
17644	Chelonia mydas	213377712350744e27e39c5979860bae	1573	1271	262	256	824	930	912	745	827	680	696	732	72	1,0		1674547627	178,347
18499	lepidochelys olivacea	c5f09a2f2d347107e22cf3da8d10a008	475	383	94	81	343	283	372	248	282	241	265	239	0	4,0	1	1683416435	31,291
24593	Chelonia mydas	c15d6ce6d8d4d0797592d2bc51fde058	730	647	126	134	453	455	423	411	438	281	390	296	79	3,0		1744915352	56,38
19143	Lepidochelys olivacea	e063c2a8585c724eb7087ea107591c6a	534	451	90	89	377	333	460	264	303	274	316	238	12	2,0		1690438068	34,99
